afck-00113	“From 2013, up to now where we are… the average [minimum] wage has only increased by 12%.”	incorrect	https://africacheck.org/reports/the-presidential-debate-that-wasnt-did-kenyas-odinga-get-his-facts-straight/	None	None	None	None	None	The presidential debate that wasn’t: Did Kenya’s Odinga get his facts straight?	2017-07-28 11:14	None	['None']
afck-00107	“Government has increased GDP by more than 9 times from R400 billion to over R4 trillion per annum.”	misleading	https://africacheck.org/reports/sas-secret-ballot-debate-6-anc-achievements-scrutinised/	None	None	None	None	None	SA’s secret-ballot debate: 6 ANC achievements scrutinised	2017-08-17 08:52	None	['None']
afck-00291	“Young women face even higher levels of unemployment – 34.5% of young women are neither employed nor at school, including further and higher education, compared to 29.9% of young men.”	incorrect	https://africacheck.org/reports/national-youth-policy-unemployment-and-education/	None	None	None	None	None	National Youth Policy: unemployment and education claims fact-checked	2015-06-10 01:12	None	['None']
afck-00210	“More than 8.2 million South Africans do not have a job.”	mostly-correct	https://africacheck.org/reports/does-the-da-create-change-that-moves-sa-forward-we-weigh-up-key-claims/	None	None	None	None	None	Does the DA create ‘change that moves SA forward’? We weigh up key claims	2016-06-02 06:07	None	['None']
afck-00030	“As a matter of clarity, we counties have been able [to] improve on our local revenues to augment the intergovernmental transfers from the national shareable revenues.”	mostly-correct	https://africacheck.org/reports/hit-or-miss-5-claims-by-kenyan-governors-fact-checked/	None	None	None	None	None	Hit or miss? 5 claims by Kenyan governors fact-checked	2018-07-04 01:06	None	['None']
afck-00413	“In housing, about 3 million housing units and more than 855 thousand serviced sites were delivered since 1994.”	mostly-correct	https://africacheck.org/reports/a-first-look-at-president-jacob-zumas-2014-state-of-the-nation-address/	None	None	None	None	None	President Jacob Zuma’s sixth State of the Nation address fact-checked	2014-02-14 12:39	None	['None']
afck-00410	“Mother to child transmission of HIV has declined sharply.”	correct	https://africacheck.org/reports/a-first-look-at-president-jacob-zumas-2014-state-of-the-nation-address/	None	None	None	None	None	President Jacob Zuma’s sixth State of the Nation address fact-checked	2014-02-14 12:39	None	['None']
afck-00076	“Since the start of the current parliament, our public employment programmes have created more than 3.2 million work opportunities.”	correct	https://africacheck.org/reports/state-of-the-nation-address-1-president-cyril-ramaphosas-claims-weighed-up/	None	None	None	None	None	Fact-checked: Pres Cyril Ramaphosa’s first-ever State of the Nation Address	2018-02-16 06:36	None	['None']
afck-00433	“On education, we are pleased that the Grade 12 pass rate is finally on an upward trend. We congratulate the Class of 2012, their teachers, parents and communities for the continued improvement.”	misleading	https://africacheck.org/reports/the-state-of-the-nation-address-fact-checked/	None	None	None	None	None	The State of the Nation Address: fact-checked	2013-02-15 12:06	None	['None']
afck-00288	“4.5% of teenage girls between the ages 13-19 were reported pregnant in 2013.”	mostly-correct	https://africacheck.org/reports/national-youth-policy-health-and-violence/	None	None	None	None	None	National Youth Policy: crime & health claims fact-checked	2015-06-11 11:46	None	['None']
afck-00398	“In its first four years in government, the DA-governed City of Cape Town tripled the number of houses delivered per year. #DAdelivers”	mostly-correct	https://africacheck.org/reports/does-south-africas-democratic-alliance-really-deliver-we-assess-their-claims/	None	None	None	None	None	Does South Africa’s Democratic Alliance really deliver? We assess their claims	2014-03-25 08:47	None	['None']
afck-00082	“Tourism currently sustains 700,000 direct jobs”	correct	https://africacheck.org/reports/state-of-the-nation-address-1-president-cyril-ramaphosas-claims-weighed-up/	None	None	None	None	None	Fact-checked: Pres Cyril Ramaphosa’s first-ever State of the Nation Address	2018-02-16 06:36	None	['None']
afck-00176	“Government is actively involved in the property sector, having provided more than 4 million houses since 1994.”	incorrect	https://africacheck.org/reports/facts-alternative-facts-zumas-10th-state-nation-address-checked/	None	None	None	None	None	Facts or alternative facts? Zuma’s 10th State of the Nation Address checked	2017-02-10 07:12	None	['None']
afck-00242	“[The agricultural] sector is currently facing the worst drought ever recorded in the history of South Africa.”	unproven	https://africacheck.org/reports/fact-checking-the-sona2016-debates/	None	None	None	None	None	Fact-checking the #SoNA2016 debates	2016-02-16 02:07	None	['South_Africa']
afck-00391	“The City of Cape Town delivers more to poor residents than any other city in the country. #DAdelivers”	unproven	https://africacheck.org/reports/does-south-africas-democratic-alliance-really-deliver-we-assess-their-claims/	None	None	None	None	None	Does South Africa’s Democratic Alliance really deliver? We assess their claims	2014-03-25 08:47	None	['None']
afck-00158	“Our gross domestic product has expanded at [a] strong average annual growth rate of 5.9% since 2013.”	unproven	https://africacheck.org/reports/fact-checked-kenyattas-2017-state-nation-address/	None	None	None	None	None	Fact-checked: Kenyatta’s 2017 State of the Nation Address	2017-03-17 08:39	None	['None']
afck-00357	“Over seven million learners are in no-fee schools, up from five million in 2009.”	unproven	https://africacheck.org/reports/has-the-anc-moved-south-africa-forward-we-examine-key-election-claims/	None	None	None	None	None	Has the ANC moved South Africa forward? We examine key claims	2014-04-30 10:32	None	['None']
afck-00043	“Maternal mortality fell from 488 deaths per 100,000 lives to 362 deaths per 100,000.”	correct	https://africacheck.org/reports/uhuru-kenyattas-2018-state-of-the-nation-address-fact-checked/	None	None	None	None	None	Uhuru Kenyatta’s 2018 State of The Nation Address fact-checked	2018-05-02 06:20	None	['None']
afck-00208	“The recently released United Nations world drug report named South Africa as one of the drug capitals of the world.”	incorrect	https://africacheck.org/reports/do-15-of-s-africans-have-a-drug-problem-we-fact-check-4-shocking-drug-statistics/	None	None	None	None	None	Do 15% of SA’s population have a drug problem? We fact-check 4 ‘shocking stats’	2016-06-23 05:37	None	['United_Nations', 'South_Africa']
afck-00388	“In the 2nd half of 2012/13, the WC Provincial Govt. created 60,000 work opportunities via the Expanded Public Works Projects. #DAdelivers”	incorrect	https://africacheck.org/reports/does-south-africas-democratic-alliance-really-deliver-we-assess-their-claims/	None	None	None	None	None	Does South Africa’s Democratic Alliance really deliver? We assess their claims	2014-03-25 08:47	None	['None']
afck-00126	“In the last four years, we have connected an additional 15,137 public primary schools.”	unproven	https://africacheck.org/reports/jubilee-party-manifesto-4-claims-fact-checked/	None	None	None	None	None	The Jubilee Party manifesto: 5 claims fact-checked	2017-07-02 02:02	None	['None']
afck-00381	“[The DA] has brought down the rate of mother to child HIV transmission to just 1.8%, the lowest in the country.”	correct	https://africacheck.org/reports/is-the-das-western-cape-story-a-good-story-to-tell-we-examine-the-claims/	None	None	None	None	None	Is the DA’s Western Cape Story a ‘good story to tell’? We examine the claims	2014-03-28 05:02	None	['None']
afck-00185	“The department of social development is building new public treatment centres in provinces where there are no such facilities – in the Northern Cape, North West, Limpopo, the Free State and Eastern Cape.”	correct	https://africacheck.org/reports/facts-alternative-facts-zumas-10th-state-nation-address-checked/	None	None	None	None	None	Facts or alternative facts? Zuma’s 10th State of the Nation Address checked	2017-02-10 07:12	None	['Limpopo', 'North_West_England', 'Northern_Cape', 'Eastern_Cape']
afck-00296	“The percentage of individuals aged 20 years and older who have attained Grade 12 has been growing since 2002, increasing from 21.9% in 2002 to 27.7% in 2013.”	correct	https://africacheck.org/reports/national-youth-policy-unemployment-and-education/	None	None	None	None	None	National Youth Policy: unemployment and education claims fact-checked	2015-06-10 01:12	None	['None']
afck-00046	“Tourism earnings grew 20% in 2017.”	correct	https://africacheck.org/reports/uhuru-kenyattas-2018-state-of-the-nation-address-fact-checked/	None	None	None	None	None	Uhuru Kenyatta’s 2018 State of The Nation Address fact-checked	2018-05-02 06:20	None	['None']
afck-00340	“Nearly 80,000 land claims, totalling 3.4 million hectares, have been settled and 1.8 million people have benefited.”	unproven	https://africacheck.org/reports/2014-sona-claims-revisited-zuma-on-land-reform/	None	None	None	None	None	2014 SONA claims revisited: Zuma on land reform	2015-02-12 08:26	None	['None']
afck-00137	“The duty waiver was made in April… and we actually asked importers to import maize from as early as 1 month ago.”	correct	https://africacheck.org/reports/fact-checking-kenyas-deputy-president-maize-imports-debt-electricity-police/	None	None	None	None	None	Fact-checking Kenya’s deputy president on maize imports, debt, electricity & police	2017-05-21 02:49	None	['None']
afck-00224	“The proportion of households benefiting from free basic water services increased dramatically between 2007 and 2013. Households receiving free basic water services increased from 7,225,287 in 2007 to 11,794,526 in 2013.”	incorrect	https://africacheck.org/reports/is-the-anc-advancing-peoples-power-we-fact-check-key-election-claims/	None	None	None	None	None	Is the ANC ‘advancing people’s power’? We fact-check key election claims	2016-05-19 06:39	None	['None']
afck-00138	“When we came in, [the ratio of debt to GDP] was at 45%, today it is close to 50%.”	understated	https://africacheck.org/reports/fact-checking-kenyas-deputy-president-maize-imports-debt-electricity-police/	None	None	None	None	None	Fact-checking Kenya’s deputy president on maize imports, debt, electricity & police	2017-05-21 02:49	None	['None']
afck-00141	7 million households now connected to the electricity grid	correct	https://africacheck.org/reports/president-zumas-track-record-7-claims-progress-fact-checked/	None	None	None	None	None	President Zuma’s track record: 7 claims about #progress fact-checked	2017-04-21 06:20	None	['None']
afck-00253	“The black middle class grew 333% from 1.8 million to 6 million.”	incorrect	https://africacheck.org/reports/more-claims-of-south-africas-spectacular-transformation-fact-checked/	None	None	None	None	None	More claims of S. Africa’s ‘spectacular transformation’ fact-checked	2015-11-19 11:28	None	['None']
afck-00345	“Some progress has been made over the past five years in reducing the levels of serious crime such as murders, aggravated robberies, crimes against women, children and other vulnerable groups, but they remain unacceptably high. We will work to further reduce levels of crime.”	misleading	https://africacheck.org/reports/2014-sona-claims-revisited-zuma-on-crime/	None	None	None	None	None	2014 SONA claims revisited: Zuma on crime	2015-02-10 12:25	None	['None']
afck-00222	“…figures show that 2,048,052 households benefited from indigent support systems for electricity in 2014.”	correct	https://africacheck.org/reports/is-the-anc-advancing-peoples-power-we-fact-check-key-election-claims/	None	None	None	None	None	Is the ANC ‘advancing people’s power’? We fact-check key election claims	2016-05-19 06:39	None	['None']
afck-00233	“We have provided about 3.7 million subsidised housing opportunities and thereby giving a home to about 12.5 million South Africans!”	mostly-correct	https://africacheck.org/reports/is-the-anc-advancing-peoples-power-we-fact-check-key-election-claims/	None	None	None	None	None	Is the ANC ‘advancing people’s power’? We fact-check key election claims	2016-05-19 06:39	None	['None']
afck-00170	“In terms of the 2015 to 2016 information submitted to the Employment Equity Commission, the representation of whites at top management levels amounted to 72%, while African representation was at 10%. The representation of coloureds stood at 4.5%, and Indians 8.7%.”	incorrect	https://africacheck.org/reports/facts-alternative-facts-zumas-10th-state-nation-address-checked/	None	None	None	None	None	Facts or alternative facts? Zuma’s 10th State of the Nation Address checked	2017-02-10 07:12	None	['Africa', 'India']
afck-00251	“The HIV policy turnaround in 2009 led to… treatment for 3.2 million people living with the virus.”	mostly-correct	https://africacheck.org/reports/did-zuma-get-his-sona2016-facts-straight/	None	None	None	None	None	Did Zuma get his #SoNA2016 facts straight?	2016-02-11 07:51	None	['None']
afck-00175	“…about 10,000 unemployed youth are being trained as plumbers, artisans and water agents”	unproven	https://africacheck.org/reports/facts-alternative-facts-zumas-10th-state-nation-address-checked/	None	None	None	None	None	Facts or alternative facts? Zuma’s 10th State of the Nation Address checked	2017-02-10 07:12	None	['None']
afck-00333	“Foreign nationals will not be allowed to own land in South Africa but will be eligible for long term lease. In this regard, the Regulation of Land Holdings Bill will be submitted to Parliament this year.”	unproven	https://africacheck.org/reports/sona-2015-key-claims-fact-checked-part-1/	None	None	None	None	None	SONA 2015: Key claims fact-checked	2015-02-13 03:07	None	['South_Africa']
afck-00068	“Over 8.8 million South Africans were the target of online cybercrime in 2016.”	misleading	https://africacheck.org/reports/verifying-key-claims-in-the-2018-state-of-the-nation-debate/	None	None	None	None	None	Verifying key claims in SA’s 2018 State of the Nation address debate	2018-02-19 02:56	None	['None']
afck-00238	“In 1996 there were 3.4 million families residing in formal housing but by 2014 that number had increased to 9.4 million… An increase of 6 million houses that have been provided by this government.”	incorrect	https://africacheck.org/reports/fact-checking-the-sona2016-debates/	None	None	None	None	None	Fact-checking the #SoNA2016 debates	2016-02-16 02:07	None	['None']
afck-00223	“Between 2001 and 2014, the percentage of households with access to piped water increased from 61.3% in 2001 to 90% in 2014.”	misleading	https://africacheck.org/reports/is-the-anc-advancing-peoples-power-we-fact-check-key-election-claims/	None	None	None	None	None	Is the ANC ‘advancing people’s power’? We fact-check key election claims	2016-05-19 06:39	None	['None']
afck-00055	“In the unemployment figure of the Western Cape, the bulk of that is youth unemployment”	correct	https://africacheck.org/reports/verifying-key-claims-in-the-2018-state-of-the-nation-debate/	None	None	None	None	None	Verifying key claims in SA’s 2018 State of the Nation address debate	2018-02-19 02:56	None	['None']
afck-00370	In 2013, more than 92% of our communities have access to safe water.”	unproven	https://africacheck.org/reports/does-the-anc-have-a-good-story-to-tell-we-examine-key-election-claims/	None	None	None	None	None	Does the ANC have a ‘good story to tell’? We examine key election claims	2014-04-25 05:00	None	['None']
afck-00112	“From 2013, up to now where we are, [the] inflation rate has gone up cumulatively by 40%…”	correct	https://africacheck.org/reports/the-presidential-debate-that-wasnt-did-kenyas-odinga-get-his-facts-straight/	None	None	None	None	None	The presidential debate that wasn’t: Did Kenya’s Odinga get his facts straight?	2017-07-28 11:14	None	['None']
afck-00079	“Government’s free basic services programme currently supports more than 3.5 million indigent households.”	correct	https://africacheck.org/reports/state-of-the-nation-address-1-president-cyril-ramaphosas-claims-weighed-up/	None	None	None	None	None	Fact-checked: Pres Cyril Ramaphosa’s first-ever State of the Nation Address	2018-02-16 06:36	None	['None']
afck-00269	“More than 45% of black people are unemployed compared with only 5% of white people.”	mostly-correct	https://africacheck.org/reports/race-poverty-and-inequality-black-first-land-first-claims-fact-checked/	None	None	None	None	None	Race, poverty and inequality: Black First Land First claims fact-checked	2015-08-27 02:44	None	['None']
afck-00226	“In 2001, 55.4% of households had access to refuse removal and collection. By 2012, households having access to these services increased by 7.1% to reach 62.5% and further increased to 64% in 2014.”	mostly-correct	https://africacheck.org/reports/is-the-anc-advancing-peoples-power-we-fact-check-key-election-claims/	None	None	None	None	None	Is the ANC ‘advancing people’s power’? We fact-check key election claims	2016-05-19 06:39	None	['None']
afck-00063	“South Africa has the third highest incidence of TB in the world after India and China.”	incorrect	https://africacheck.org/reports/verifying-key-claims-in-the-2018-state-of-the-nation-debate/	None	None	None	None	None	Verifying key claims in SA’s 2018 State of the Nation address debate	2018-02-19 02:56	None	['India', 'China', 'South_Africa']
afck-00281	“All multidrug-resistant TB confirmed patients have been initiated on treatment.”	mostly-correct	https://africacheck.org/reports/crisis-what-crisis-africa-check-tests-free-state-health-claims/	None	None	None	None	None	Crisis? What crisis? Africa Check tests Free State health claims	2015-06-12 05:45	None	['None']
afck-00122	“…close to a quarter of those [children who complete primary school] are not completing secondary school.”	understated	https://africacheck.org/reports/checked-5-claims-kenya-nasa-opposition-manifesto/	None	None	None	None	None	Fact-checked: 5 claims in Kenya Nasa opposition manifesto	2017-07-07 06:32	None	['None']
afck-00064	“We are the most obese country… amongst the world.”	incorrect	https://africacheck.org/reports/verifying-key-claims-in-the-2018-state-of-the-nation-debate/	None	None	None	None	None	Verifying key claims in SA’s 2018 State of the Nation address debate	2018-02-19 02:56	None	['None']
afck-00336	“When 95% of households have access to water, the 5% who still need to be provided for, feel they cannot wait a moment longer. Success is also the breeding ground of rising expectations.”	incorrect	https://africacheck.org/reports/2014-sona-claims-revisited-zuma-on-service-delivery/	None	None	None	None	None	2014 SONA claims revisited: Zuma on service delivery	2015-02-12 08:38	None	['None']
afck-00309	“The percentage of households connected to the electricity mains increased from 82% to 85%.”	correct	https://africacheck.org/reports/has-president-jacob-zumas-government-done-a-good-job/	None	None	None	None	None	Has President Jacob Zuma’s government done ‘a good job’?	2015-03-23 07:37	None	['None']
afck-00225	“Between 2002 and 2014, the ANC government increased access to basic sanitation services from 62.3% to 79.5%.”	correct	https://africacheck.org/reports/is-the-anc-advancing-peoples-power-we-fact-check-key-election-claims/	None	None	None	None	None	Is the ANC ‘advancing people’s power’? We fact-check key election claims	2016-05-19 06:39	None	['None']
afck-00016	One in five women experience physical violence from an intimate partner.	incorrect	https://africacheck.org/reports/violence-against-south-africas-women-children-verifying-claims-at-a-mens-summit/	None	None	None	None	None	Violence against South Africa’s women, children: verifying claims at a men’s summit	2018-08-29 02:48	None	['None']
afck-00201	“In 1994 we took over as the democratic government just over 50% of households had access to clean piped water and today over 95% of our people enjoy access to clean piped water.”	incorrect	https://africacheck.org/reports/sas-local-government-election-3-final-anc-da-eff-fact-checks/	None	None	None	None	None	SA’s local government election: 3 final ANC, DA & EFF fact-checks	2016-08-02 06:02	None	['None']
afck-00031	“We note that pneumonia, malaria and cancer continue to be the leading causes of registered deaths.”	unproven	https://africacheck.org/reports/hit-or-miss-5-claims-by-kenyan-governors-fact-checked/	None	None	None	None	None	Hit or miss? 5 claims by Kenyan governors fact-checked	2018-07-04 01:06	None	['None']
afck-00154	“Over 50% of girls [in] the age bracket of 18 and 20 were given out in marriage in this part of the country.”	mostly-correct	https://africacheck.org/reports/nigerian-girls-plight-claims-teen-marriage-pregnancy-fact-checked/	None	None	None	None	None	Nigerian girls’ plight: Claims about teen marriage & pregnancy fact-checked	2017-03-29 10:24	None	['None']
afck-00315	“South Africans benefit from a cocktail of social assistance programmes and services that alleviate poverty and indeed poverty has visibly been reduced since 2000.”	correct	https://africacheck.org/reports/has-president-jacob-zumas-government-done-a-good-job/	None	None	None	None	None	Has President Jacob Zuma’s government done ‘a good job’?	2015-03-23 07:37	None	['None']
afck-00104	“65% of [city] water goes to formal residential customers”	correct	https://africacheck.org/reports/do-formal-residents-use-65-of-cape-towns-water-with-half-going-to-gardens-pools/	None	None	None	None	None	Do formal residents use 65% of Cape Town’s water, with half going to gardens & pools?	2017-08-21 01:54	None	['None']
afck-00390	“W Cape has best delivery record in SA: 99.1% of households access piped water, 93.4% electricity & 96.9% have toilet facilities. #DAdelivers”	mostly-correct	https://africacheck.org/reports/does-south-africas-democratic-alliance-really-deliver-we-assess-their-claims/	None	None	None	None	None	Does South Africa’s Democratic Alliance really deliver? We assess their claims	2014-03-25 08:47	None	['None']
